Location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Kiribati,3.085,3.043,3.006,2.972,2.853,2.873,2.88,2.875,2.857,2.835,2.819,2.753,2.613,2.432,2.254,2.06,1.947,1.963,2.06,2.144,2.238,2.284,2.244,2.151,2.07,1.986,1.923,1.902,1.903,1.895,1.887,1.861,1.805,1.73,1.658,1.584,1.515,1.461,1.414,1.366,1.325,1.273,1.206,1.132,1.062,0.988,0.95,0.966,1.017,1.062,1.11,1.134,1.115,1.068,1.026,0.983,0.932,0.872,0.805,0.736,0.664,0.602,0.559,0.526,0.494,0.463,0.433,0.404,0.377,0.351,0.329,0.306,0.28,0.254,0.23,0.207,0.184,0.161,0.138,0.116,0.096,0.079,0.066,0.057,0.048,0.041,0.034,0.029,0.024,0.02,0.017,0.014,0.012,0.008,0.006,0.005,0.003,0.003,0.002,0.001,0.002
Kuwait,56.4,58.082,59.603,60.933,61.853,62.989,63.76,64.141,64.109,63.861,63.592,62.176,59.146,55.141,51.236,47.181,44.084,42.592,42.227,41.954,42.102,42.22,42.02,41.861,42.255,42.939,45.055,49.172,54.686,60.166,65.586,71.676,78.557,85.714,92.637,99.571,104.477,106.334,106.022,105.493,104.41,102.893,101.213,99.264,96.682,93.557,90.154,86.577,82.782,78.787,74.785,70.087,64.416,58.228,52.115,45.796,40.782,37.836,36.222,34.523,33.124,31.078,27.804,23.83,20.243,16.799,13.888,11.807,10.321,8.877,7.552,6.458,5.585,4.895,4.35,3.949,3.576,3.164,2.744,2.413,2.157,1.89,1.579,1.251,0.963,0.699,0.484,0.335,0.235,0.134,0.067,0.034,0.017,0.009,0.017,0.015,0.011,0.008,0.003,0.0,0.0
Kyrgyzstan,140.121,150.494,157.241,160.763,163.957,160.263,155.146,148.934,141.957,134.29,126.005,118.703,113.224,109.132,105.033,101.062,98.522,97.877,98.616,99.621,100.941,102.77,105.031,107.534,110.031,112.41,114.493,116.114,117.16,117.985,118.867,117.542,113.028,106.466,99.968,93.107,87.239,83.248,80.537,77.552,74.535,72.042,70.173,68.761,67.559,66.64,65.609,64.25,62.739,61.343,59.867,58.932,58.831,59.172,59.342,59.547,58.866,56.802,53.802,50.844,47.776,44.647,41.594,38.584,35.465,32.282,29.225,26.383,23.715,21.149,18.757,16.396,14.005,11.705,9.565,7.436,6.126,5.998,6.627,7.257,8.086,8.408,7.806,6.627,5.632,4.678,3.818,3.159,2.644,2.029,1.483,1.16,0.878,0.619,0.443,0.364,0.29,0.202,0.097,0.05,0.046
LLDC: Africa,11138.166,10927.094,10713.672,10498.192,10304.908,10078.393,9852.588,9627.546,9403.323,9179.688,8956.406,8734.986,8516.073,8298.848,8081.58,7864.284,7647.232,7430.275,7213.055,6996.578,6782.103,6561.905,6332.699,6098.706,5868.324,5640.912,5417.936,5201.309,4991.219,4784.52,4580.135,4390.761,4221.853,4067.413,3916.767,3772.994,3625.961,3469.866,3309.886,3156.615,3007.455,2866.948,2738.277,2618.642,2502.308,2390.699,2281.402,2172.712,2066.157,1964.559,1866.894,1775.834,1692.83,1616.278,1542.657,1472.142,1405.293,1341.863,1281.275,1223.281,1168.019,1112.466,1055.098,997.066,941.005,886.352,833.223,781.938,732.236,683.564,636.034,589.551,544.006,499.486,456.56,415.583,374.645,333.001,291.795,252.688,215.096,182.015,155.005,132.674,111.956,93.368,76.678,61.427,47.781,34.627,24.987,19.309,14.087,9.138,5.725,4.227,3.302,2.289,1.165,0.488,0.551
LLDC: Asia,3730.582,3765.512,3780.595,3777.815,3761.103,3726.661,3681.462,3627.213,3565.615,3498.941,3429.447,3356.04,3279.308,3202.628,3126.698,3048.849,2992.652,2969.112,2967.376,2964.053,2961.985,2960.547,2956.463,2949.365,2941.934,2933.386,2915.022,2882.7,2838.823,2792.528,2745.049,2681.017,2594.677,2494.122,2393.183,2289.077,2194.429,2116.926,2051.426,1984.521,1918.223,1857.825,1804.408,1756.318,1711.326,1670.484,1628.429,1582.45,1535.206,1489.772,1442.801,1407.665,1390.453,1383.306,1373.698,1365.821,1341.765,1291.893,1224.972,1159.418,1091.544,1026.103,967.313,912.358,855.556,799.65,739.335,671.923,601.445,533.93,467.371,411.849,372.741,345.34,318.596,293.554,273.001,256.833,243.507,232.542,225.146,211.153,185.779,153.776,124.312,95.137,71.714,57.555,49.745,41.682,35.044,29.287,22.441,14.677,8.963,6.532,5.155,3.635,1.982,0.977,1.488
LLDC: Europe,59.82,62.525,64.597,66.099,67.05,67.573,67.766,67.69,67.399,66.977,66.504,65.929,65.268,64.642,64.178,63.873,64.11,65.103,66.732,68.553,70.505,73.361,77.41,82.255,86.976,91.48,96.323,101.603,106.871,111.83,116.836,119.378,118.267,114.704,111.111,107.037,103.346,100.723,98.756,96.369,93.79,91.337,89.065,86.96,85.037,83.386,81.709,79.892,78.144,76.545,74.78,74.498,76.432,79.681,82.735,86.047,87.839,87.123,84.764,82.429,79.552,77.463,76.917,77.089,76.788,76.712,74.117,67.675,58.909,50.5,41.701,35.112,32.23,31.763,30.906,30.204,29.211,27.421,25.152,23.261,21.619,19.823,17.771,15.584,13.49,11.449,9.598,8.029,6.685,5.259,4.126,3.367,2.559,1.695,1.06,0.781,0.613,0.421,0.204,0.091,0.087
LLDC: Latin America,379.215,378.012,376.912,375.892,375.01,374.133,373.272,372.406,371.51,370.594,369.666,368.539,367.124,365.497,363.718,361.648,359.825,358.477,357.28,355.75,354.077,351.385,347.214,341.997,336.606,330.862,325.069,319.466,313.883,307.922,301.678,295.122,288.207,280.988,273.641,266.227,258.409,250.07,241.42,232.846,224.351,216.016,207.952,200.193,192.574,185.021,178.378,173.014,168.535,164.172,160.079,155.874,151.29,146.503,141.963,137.578,133.251,128.974,124.755,120.571,116.384,112.376,108.624,105.018,101.408,97.865,94.051,89.798,85.274,80.817,76.358,72.025,67.917,63.967,60.026,56.137,52.281,48.44,44.643,40.961,37.4,33.924,30.525,27.239,24.096,21.08,18.339,15.94,13.823,11.727,10.087,8.676,7.05,5.219,3.909,3.262,2.689,2.025,1.271,0.849,1.628
Land-locked Countries,15945.374,15774.387,15579.592,15363.395,15145.284,14887.548,14618.048,14338.723,14051.51,13759.047,13463.945,13164.746,12862.064,12559.858,12259.649,11958.891,11681.994,11440.555,11223.723,11007.046,10793.012,10584.871,10380.953,10179.047,9979.072,9781.669,9572.418,9344.334,9102.938,8863.005,8624.256,8376.103,8115.599,7848.433,7583.285,7318.504,7065.462,6830.761,6610.111,6392.06,6178.232,5974.031,5780.807,5596.708,5419.823,5252.032,5084.249,4912.206,4740.858,4575.846,4411.808,4272.112,4167.587,4085.137,4002.199,3924.933,3830.126,3704.468,3559.111,3417.444,3273.466,3135.979,3011.269,2893.318,2772.66,2654.599,2520.817,2362.368,2189.957,2022.354,1854.71,1704.697,1582.661,1480.185,1377.872,1278.824,1184.566,1093.645,1005.953,923.777,847.797,769.152,683.977,596.435,514.219,435.466,365.673,308.23,260.421,211.708,173.698,145.782,114.405,79.602,54.827,44.266,35.902,25.62,13.407,6.814,8.21
Land-locked Countries (Others),637.591,641.244,643.816,645.397,637.213,640.788,642.96,643.868,643.663,642.847,641.922,639.252,634.291,628.243,623.475,620.237,618.175,617.588,619.28,622.112,624.342,637.673,667.167,706.724,745.232,785.029,818.068,839.256,852.142,866.205,880.558,889.825,892.595,891.206,888.583,883.169,883.317,893.176,908.623,921.709,934.413,941.905,941.105,934.595,928.578,922.442,914.331,904.138,892.816,880.798,867.254,858.241,856.582,859.369,861.146,863.345,861.978,854.615,843.345,831.745,817.967,807.571,803.317,801.787,797.903,794.02,780.091,751.034,712.093,673.543,633.246,596.16,565.767,539.629,511.784,483.346,455.428,427.95,400.856,374.325,348.536,322.237,294.897,267.162,240.365,214.432,189.344,165.279,142.387,118.413,99.454,85.143,68.268,48.873,35.17,29.464,24.143,17.25,8.785,4.409,4.456
Land-locked Developing Countries (LLDC),15307.783,15133.143,14935.776,14717.998,14508.071,14246.76,13975.088,13694.855,13407.847,13116.2,12822.023,12525.494,12227.773,11931.615,11636.174,11338.654,11063.819,10822.967,10604.443,10384.934,10168.67,9947.198,9713.786,9472.323,9233.84,8996.64,8754.35,8505.078,8250.796,7996.8,7743.698,7486.278,7223.004,6957.227,6694.702,6435.335,6182.145,5937.585,5701.488,5470.351,5243.819,5032.126,4839.702,4662.113,4491.245,4329.59,4169.918,4008.068,3848.042,3695.048,3544.554,3413.871,3311.005,3225.768,3141.053,3061.588,2968.148,2849.853,2715.766,2585.699,2455.499,2328.408,2207.952,2091.531,1974.757,1860.579,1740.726,1611.334,1477.864,1348.811,1221.464,1108.537,1016.894,940.556,866.088,795.478,729.138,665.695,605.097,549.452,499.261,446.915,389.08,329.273,273.854,221.034,176.329,142.951,118.034,93.295,74.244,60.639,46.137,30.729,19.657,14.802,11.759,8.37,4.622,2.405,3.754
Lao People's Democratic Republic,163.036,160.653,158.712,157.153,154.761,154.598,154.436,154.228,153.928,153.643,153.483,152.631,150.734,148.205,145.754,143.164,141.245,140.452,140.375,140.071,139.626,139.26,138.95,138.568,138.076,137.566,136.191,133.557,130.044,126.488,122.782,118.937,115.057,111.159,107.154,103.066,99.207,95.727,92.534,89.342,86.159,83.263,80.749,78.485,76.281,74.218,71.91,69.161,66.164,63.276,60.392,57.796,55.655,53.809,51.94,50.121,48.204,46.087,43.851,41.677,39.526,37.419,35.387,33.404,31.445,29.542,27.572,25.48,23.341,21.276,19.247,17.429,15.918,14.63,13.384,12.208,11.091,10.003,8.955,7.993,7.113,6.255,5.395,4.559,3.79,3.072,2.455,1.963,1.57,1.183,0.89,0.702,0.518,0.339,0.21,0.155,0.122,0.084,0.043,0.018,0.019
Latin American Integration Association (ALADI),8776.122,8819.033,8852.496,8878.029,8933.299,8927.495,8922.96,8920.908,8922.535,8925.263,8926.49,8946.434,8993.897,9058.694,9121.1,9184.19,9239.819,9281.633,9312.666,9341.617,9365.952,9382.829,9391.431,9391.186,9384.247,9372.47,9342.275,9287.849,9216.245,9138.326,9049.519,8968.657,8905.439,8850.072,8784.97,8715.947,8625.381,8503.458,8359.906,8215.592,8067.969,7917.858,7768.304,7619.527,7467.101,7310.001,7164.831,7038.806,6924.465,6804.961,6681.069,6556.962,6432.174,6303.422,6171.751,6041.587,5881.232,5676.489,5443.266,5209.817,4968.274,4745.057,4555.464,4386.209,4211.182,4038.572,3850.653,3636.947,3408.546,3186.983,2967.875,2762.002,2576.885,2407.409,2240.077,2076.559,1923.344,1781.986,1650.006,1524.077,1405.704,1287.008,1163.991,1040.475,924.151,813.291,711.287,620.526,539.169,457.64,393.906,339.478,276.055,203.904,152.68,128.144,105.789,79.582,49.531,31.531,56.573
Latin American and Caribbean Group (GRULAC),10290.513,10325.548,10351.791,10370.725,10424.27,10411.3,10400.441,10392.886,10389.777,10388.191,10385.196,10402.47,10449.384,10514.81,10577.241,10639.812,10693.881,10732.56,10758.815,10781.884,10799.213,10805.961,10800.396,10782.68,10757.208,10726.061,10672.962,10591.194,10489.358,10380.223,10258.181,10147.722,10061.334,9986.46,9900.512,9811.011,9695.251,9540.611,9359.667,9179.048,8995.193,8810.724,8630.189,8453.008,8272.185,8086.96,7916.168,7767.809,7633.535,7494.636,7351.992,7209.924,7067.76,6921.98,6773.708,6627.457,6449.764,6225.593,5971.558,5717.435,5454.998,5211.118,5001.467,4812.43,4617.598,4425.652,4216.933,3980.101,3727.427,3482.262,3239.606,3013.066,2811.668,2628.947,2448.472,2272.425,2106.906,1952.953,1808.329,1670.563,1541.103,1411.077,1276.121,1140.468,1012.605,890.665,778.378,678.36,588.657,498.633,427.956,368.376,299.297,220.957,165.388,138.736,114.517,86.161,53.672,34.195,61.806
Latvia,27.298,24.298,22.024,20.39,18.504,18.604,18.876,19.261,19.701,20.232,20.89,21.136,20.717,19.862,19.152,18.589,17.805,16.715,15.54,14.45,13.25,13.147,14.71,17.333,19.815,22.36,24.53,25.977,26.885,27.883,28.958,29.359,28.805,27.641,26.478,25.184,24.236,23.93,24.055,24.052,23.962,24.139,24.682,25.429,26.21,27.176,27.551,26.974,25.843,24.81,23.608,23.219,24.156,25.888,27.431,29.052,29.977,29.742,28.755,27.841,26.775,25.98,25.726,25.754,25.654,25.66,24.969,23.192,20.798,18.499,15.976,14.538,14.852,16.229,17.404,18.739,19.175,18.095,16.06,14.23,12.345,10.826,9.993,9.595,9.066,8.53,7.923,7.163,6.317,5.484,4.863,4.285,3.508,2.546,1.854,1.542,1.264,0.921,0.516,0.326,0.491
"League of Arab States (LAS, informal name: Arab League)",10043.232,10183.103,10239.074,10220.441,10218.483,10030.839,9810.077,9563.901,9300.004,9021.179,8730.197,8459.362,8226.223,8023.715,7825.048,7632.965,7479.976,7378.795,7317.305,7265.23,7222.073,7207.002,7224.4,7262.237,7302.027,7344.961,7372.015,7370.981,7346.514,7318.026,7284.731,7217.805,7105.808,6960.657,6806.934,6641.156,6468.119,6293.16,6114.724,5927.869,5735.91,5537.747,5333.104,5125.404,4918.011,4709.881,4513.467,4335.204,4170.284,4006.502,3845.136,3691.405,3546.309,3407.57,3272.632,3142.881,3009.589,2868.427,2723.486,2582.261,2442.17,2310.358,2190.815,2079.376,1969.451,1864.195,1752.116,1627.429,1496.547,1371.14,1248.201,1137.257,1044.001,963.728,885.526,811.006,741.35,675.863,614.214,557.089,504.756,452.579,398.445,344.324,294.292,247.52,205.27,168.57,136.718,104.134,78.276,62.534,47.253,32.032,21.463,16.679,13.257,9.443,5.226,2.611,3.617
Least developed countries,30568.684,29965.0,29391.471,28844.648,28363.932,27857.429,27366.385,26887.482,26417.403,25955.312,25500.382,25036.844,24556.42,24063.245,23571.218,23079.319,22572.745,22046.067,21505.35,20963.101,20418.043,19871.547,19325.92,18781.335,18239.573,17705.033,17164.511,16613.182,16060.858,15515.849,14968.819,14472.491,14051.481,13678.751,13308.148,12955.518,12565.373,12107.581,11611.413,11134.571,10663.408,10227.905,9848.144,9507.812,9169.384,8838.979,8519.102,8206.784,7902.079,7606.879,7319.476,7037.931,6761.006,6487.657,6219.9,5959.554,5690.694,5406.32,5114.168,4829.625,4550.426,4281.269,4026.311,3783.884,3546.703,3314.434,3099.668,2907.398,2731.821,2562.071,2400.204,2239.946,2077.04,1914.155,1759.338,1612.289,1465.551,1316.656,1169.075,1028.615,893.911,771.177,663.991,569.71,481.547,400.325,328.637,266.917,214.112,163.15,124.687,99.758,75.439,51.221,34.434,26.873,21.399,15.307,8.551,4.612,7.015
Least developed: Africa,23380.036,22823.928,22284.48,21759.931,21273.996,20775.757,20286.094,19803.264,19325.507,18853.818,18389.187,17916.136,17427.443,16929.577,16437.146,15948.301,15461.769,14978.735,14499.903,14025.044,13554.506,13092.488,12641.147,12199.467,11765.562,11341.373,10922.542,10507.228,10098.832,9700.751,9310.057,8942.859,8606.803,8293.679,7988.66,7695.916,7402.378,7100.446,6796.862,6504.973,6220.862,5952.911,5706.252,5475.734,5251.67,5036.698,4823.726,4608.469,4394.75,4189.813,3991.19,3805.017,3634.723,3476.597,3323.164,3175.576,3031.637,2889.405,2749.683,2615.255,2485.625,2358.198,2231.969,2107.682,1986.891,1869.06,1755.05,1645.407,1539.445,1436.241,1336.26,1237.393,1138.577,1040.921,947.059,857.028,769.506,684.302,602.327,524.506,450.427,383.631,325.878,275.688,229.433,187.477,150.901,119.747,93.472,68.375,50.047,38.835,28.411,18.456,11.614,8.703,6.814,4.744,2.458,1.07,1.281
Least developed: Asia,6900.418,6854.408,6821.919,6801.273,6807.802,6801.334,6801.814,6807.682,6817.394,6829.117,6841.016,6852.955,6863.944,6871.585,6875.035,6875.133,6858.362,6818.094,6759.687,6695.846,6624.914,6544.181,6453.841,6354.994,6251.212,6145.002,6027.197,5894.643,5753.919,5610.422,5457.866,5332.085,5249.788,5192.616,5129.722,5072.369,4980.363,4832.224,4649.344,4473.811,4296.259,4137.519,4011.897,3908.54,3800.707,3691.839,3590.16,3496.474,3407.605,3319.329,3232.209,3138.728,3034.617,2922.318,2810.646,2700.349,2578.19,2439.26,2290.317,2143.681,1997.689,1859.202,1733.157,1617.376,1503.376,1391.185,1293.177,1214.128,1148.546,1085.877,1027.923,969.736,907.694,843.768,784.172,728.372,670.677,609.093,545.941,485.56,427.095,373.185,325.582,283.15,242.846,205.112,171.35,141.907,116.313,91.365,71.958,58.734,45.322,31.546,21.929,17.439,13.994,10.123,5.822,3.377,5.428
Least developed: Latin America and the Caribbean,255.218,254.149,253.09,252.026,251.408,250.178,248.917,247.608,246.23,244.778,243.25,241.551,239.634,237.525,235.314,233.009,230.465,227.628,224.566,221.438,218.247,214.938,211.508,208.012,204.472,200.851,197.46,194.448,191.668,188.65,185.268,182.326,180.104,178.112,175.853,173.757,169.514,162.027,152.487,143.24,133.898,125.321,118.202,112.189,106.088,99.955,95.153,92.183,90.458,88.87,87.615,86.107,83.935,81.337,79.007,76.858,74.42,71.549,68.411,65.273,62.026,59.097,56.711,54.638,52.522,50.544,48.038,44.668,40.814,37.111,33.34,30.306,28.446,27.34,26.166,25.125,23.775,21.826,19.523,17.41,15.387,13.486,11.775,10.225,8.723,7.283,6.017,4.966,4.091,3.234,2.554,2.09,1.63,1.168,0.854,0.702,0.569,0.423,0.262,0.161,0.3
Least developed: Oceania,33.012,32.515,31.982,31.418,30.726,30.16,29.56,28.928,28.272,27.599,26.929,26.202,25.399,24.558,23.723,22.876,22.149,21.61,21.194,20.773,20.376,19.94,19.424,18.862,18.327,17.807,17.312,16.863,16.439,16.026,15.628,15.221,14.786,14.344,13.913,13.476,13.118,12.884,12.72,12.547,12.389,12.154,11.793,11.349,10.919,10.487,10.063,9.658,9.266,8.867,8.462,8.079,7.731,7.405,7.083,6.771,6.447,6.106,5.757,5.416,5.086,4.772,4.474,4.188,3.914,3.645,3.403,3.195,3.016,2.842,2.681,2.511,2.323,2.126,1.941,1.764,1.593,1.435,1.284,1.139,1.002,0.875,0.756,0.647,0.545,0.453,0.369,0.297,0.236,0.176,0.128,0.099,0.076,0.051,0.037,0.029,0.022,0.017,0.009,0.004,0.006
Lebanon,112.583,116.613,119.489,121.348,121.884,120.979,119.806,118.468,117.071,115.543,113.813,112.863,113.152,114.256,115.252,116.276,117.284,118.149,118.885,119.599,120.217,120.664,120.897,120.875,120.73,120.586,119.565,117.288,114.217,111.149,107.869,105.191,103.582,102.656,101.549,100.416,99.232,97.891,96.443,95.091,93.861,92.375,90.488,88.385,86.302,84.07,82.437,81.758,81.631,81.312,80.962,80.085,78.363,76.025,73.729,71.466,68.68,65.201,61.313,57.393,53.268,49.875,47.688,46.256,44.7,43.261,41.372,38.683,35.514,32.564,29.731,27.03,24.552,22.29,20.066,17.82,16.161,15.344,15.067,14.799,14.68,14.204,13.071,11.529,10.141,8.825,7.517,6.254,5.053,3.69,2.528,1.959,1.46,1.0,0.709,0.577,0.459,0.328,0.185,0.099,0.143
Lesotho,53.897,51.962,50.239,48.717,48.134,46.724,45.528,44.54,43.748,43.096,42.521,42.271,42.441,42.868,43.325,43.889,44.114,43.762,43.04,42.377,41.676,41.06,40.631,40.305,39.899,39.448,38.946,38.374,37.74,37.071,36.35,35.599,34.824,34.007,33.147,32.274,31.221,29.918,28.454,27.004,25.553,24.146,22.834,21.607,20.398,19.213,18.184,17.369,16.716,16.1,15.525,15.045,14.665,14.355,14.074,13.832,13.54,13.156,12.708,12.277,11.858,11.392,10.865,10.3,9.733,9.157,8.607,8.108,7.643,7.176,6.719,6.256,5.782,5.305,4.846,4.399,3.984,3.608,3.266,2.938,2.625,2.334,2.067,1.82,1.592,1.384,1.184,0.984,0.791,0.593,0.436,0.346,0.258,0.17,0.102,0.07,0.054,0.038,0.02,0.008,0.011
Less developed regions,122833.341,122470.505,121993.348,121412.001,120812.241,120044.605,119206.917,118307.883,117356.186,116370.22,115368.364,114310.839,113186.971,112034.541,110896.974,109759.639,108748.039,107927.28,107245.651,106600.569,106029.625,105455.126,104833.596,104217.723,103576.958,102765.36,102482.629,103024.903,103983.609,104774.41,105658.63,105415.144,103423.15,100297.12,97309.229,94249.225,91408.21,89073.683,87115.326,85034.23,82832.85,81221.155,80471.772,80267.81,80002.363,79776.117,79306.622,78385.019,77121.795,75879.39,74637.074,73011.758,70865.383,68361.884,65830.348,63237.451,60646.377,58132.485,55690.652,53172.012,50524.271,48267.81,46620.596,45323.325,43976.406,42752.911,40949.839,38206.799,34893.416,31728.181,28553.509,25746.977,23564.566,21816.355,20040.975,18312.232,16726.916,15281.13,13951.791,12727.328,11619.093,10500.77,9310.982,8103.246,6991.579,5952.209,5011.566,4193.847,3481.613,2760.237,2183.388,1799.934,1406.87,999.036,715.3,578.877,469.812,347.864,212.989,129.721,239.302
"Less developed regions, excluding China",106113.609,105369.562,104613.385,103844.163,103135.594,102341.87,101529.969,100698.766,99847.103,98983.687,98117.213,97197.315,96203.188,95163.221,94123.386,93070.699,92063.404,91133.956,90255.405,89360.31,88452.491,87564.965,86704.213,85852.483,84985.096,84106.455,83175.312,82168.426,81100.588,79996.2,78834.028,77672.035,76536.231,75386.533,74189.698,72991.692,71560.114,69788.547,67802.528,65827.67,63811.221,61935.137,60310.386,58852.431,57362.244,55875.579,54410.329,52954.15,51509.634,50084.46,48668.41,47274.315,45906.442,44549.906,43188.937,41830.758,40419.036,38925.414,37374.433,35821.745,34259.503,32683.661,31098.88,29506.605,27921.547,26362.209,24756.321,23076.378,21370.486,19706.846,18062.868,16567.878,15290.347,14172.224,13082.752,12043.09,11054.731,10103.684,9192.308,8341.817,7553.698,6775.672,5985.552,5206.134,4480.527,3797.945,3187.256,2666.392,2220.428,1772.574,1419.44,1176.773,924.135,659.2,473.501,384.249,312.868,232.339,142.619,87.866,164.329
"Less developed regions, excluding least developed countries",92264.657,92505.505,92601.877,92567.353,92448.309,92187.176,91840.532,91420.401,90938.783,90414.908,89867.982,89273.995,88630.551,87971.296,87325.756,86680.32,86175.294,85881.213,85740.301,85637.468,85611.582,85583.579,85507.676,85436.388,85337.385,85060.327,85318.118,86411.721,87922.751,89258.561,90689.811,90942.653,89371.669,86618.369,84001.081,81293.707,78842.837,76966.102,75503.913,73899.659,72169.442,70993.25,70623.628,70759.998,70832.979,70937.138,70787.52,70178.235,69219.716,68272.511,67317.598,65973.827,64104.377,61874.227,59610.448,57277.897,54955.683,52726.165,50576.484,48342.387,45973.845,43986.541,42594.285,41539.441,40429.703,39438.477,37850.171,35299.401,32161.595,29166.11,26153.305,23507.031,21487.526,19902.2,18281.637,16699.943,15261.365,13964.474,12782.716,11698.713,10725.182,9729.593,8646.991,7533.536,6510.032,5551.884,4682.929,3926.93,3267.501,2597.087,2058.701,1700.176,1331.431,947.815,680.866,552.004,448.413,332.557,204.438,125.109,232.287
Less developed: Africa,40678.839,40128.258,39505.24,38817.749,38187.282,37343.405,36473.329,35583.138,34678.917,33763.534,32839.847,31930.061,31046.729,30186.255,29332.113,28487.137,27673.7,26901.19,26162.697,25440.831,24737.757,24059.792,23407.888,22779.592,22167.961,21570.144,20997.958,20455.215,19933.499,19419.368,18914.05,18404.928,17883.883,17354.28,16831.926,16318.767,15783.85,15215.002,14627.43,14049.083,13474.983,12922.663,12403.908,11911.719,11427.153,10953.809,10499.302,10065.478,9650.834,9249.609,8860.04,8493.938,8155.644,7838.215,7530.189,7233.638,6937.278,6634.265,6328.848,6032.39,5742.957,5455.751,5169.621,4885.801,4607.305,4334.287,4064.775,3798.364,3536.373,3281.043,3032.465,2791.796,2559.991,2337.184,2122.556,1916.343,1721.226,1538.5,1367.392,1205.858,1054.321,913.422,783.246,663.771,554.233,454.077,366.432,292.494,230.493,169.878,124.508,97.132,71.505,46.878,29.769,22.451,17.678,12.397,6.558,3.03,3.788
Less developed: Asia,71524.223,71679.73,71801.158,71889.37,71867.67,71955.885,71998.105,71995.911,71950.908,71881.422,71805.75,71641.914,71358.078,71005.99,70665.606,70316.607,70070.247,69988.702,70024.487,70083.715,70204.09,70306.995,70350.013,70387.7,70391.37,70216.017,70564.996,71736.878,73323.248,74741.37,76256.899,76636.192,75253.876,72733.945,70355.854,67899.743,65711.119,64102.706,62916.078,61597.007,60156.645,59284.767,59237.608,59705.889,60108.827,60544.244,60703.134,60366.775,59655.539,58956.432,58249.602,57135.868,55473.537,53436.994,51365.629,49219.537,47106.713,45124.415,43246.644,41283.28,39192.123,37471.857,36326.071,35507.634,34640.029,33887.622,32568.401,30333.378,27538.908,24878.477,22199.198,19864.458,18120.553,16783.585,15408.801,14067.72,12848.013,11743.223,10733.448,9812.036,8988.401,8144.386,7222.909,6273.286,5401.799,4587.094,3848.81,3207.37,2649.033,2080.452,1621.41,1326.222,1029.274,725.935,515.938,414.03,334.515,246.882,151.139,91.413,171.481
Less developed: Latin America and the Caribbean,10327.859,10364.52,10392.943,10414.501,10471.006,10461.463,10454.038,10449.826,10449.862,10451.301,10451.306,10470.476,10517.688,10582.296,10643.811,10705.255,10757.964,10795.164,10819.862,10841.204,10856.666,10861.811,10855.104,10836.585,10810.327,10778.469,10724.818,10642.656,10540.589,10431.35,10309.316,10199.097,10113.246,10039.127,9954.002,9865.417,9750.615,9596.925,9416.931,9237.309,9054.482,8871.017,8691.421,8515.137,8335.162,8150.709,7980.716,7833.225,7699.813,7561.662,7419.696,7277.989,7135.734,6989.533,6840.734,6693.784,6515.377,6290.573,6035.891,5780.995,5517.782,5272.638,5061.029,4869.61,4672.37,4477.795,4267.088,4029.354,3776.403,3530.774,3287.726,3060.066,2856.381,2670.618,2487.227,2308.216,2139.978,1983.787,1837.244,1697.48,1566.017,1434.068,1297.261,1159.833,1030.27,906.724,792.84,691.196,599.882,508.237,436.194,375.569,305.341,225.734,169.292,142.184,117.455,88.47,55.228,35.25,63.99
Less developed: Oceania,302.42,297.997,294.007,290.381,286.283,283.852,281.445,279.008,276.499,273.963,271.461,268.388,264.476,260.0,255.444,250.64,246.128,242.224,238.605,234.819,231.112,226.528,220.591,213.846,207.3,200.73,194.857,190.154,186.273,182.322,178.365,174.927,172.145,169.768,167.447,165.298,162.626,159.05,154.887,150.831,146.74,142.708,138.835,135.065,131.221,127.355,123.47,119.541,115.609,111.687,107.736,103.963,100.468,97.142,93.796,90.492,87.009,83.232,79.269,75.347,71.409,67.564,63.875,60.28,56.702,53.207,49.575,45.703,41.732,37.887,34.12,30.657,27.641,24.968,22.391,19.953,17.699,15.62,13.707,11.954,10.354,8.894,7.566,6.356,5.277,4.314,3.484,2.787,2.205,1.67,1.276,1.011,0.75,0.489,0.301,0.212,0.164,0.115,0.064,0.028,0.043
Liberia,151.727,148.661,145.82,143.171,140.772,138.46,136.221,134.024,131.837,129.655,127.475,125.128,122.532,119.735,116.905,114.047,110.94,107.504,103.847,100.222,96.651,92.99,89.217,85.448,81.766,78.081,75.032,72.921,71.447,69.982,68.62,67.254,65.757,64.171,62.688,61.299,59.696,57.756,55.6,53.48,51.351,49.284,47.343,45.493,43.638,41.803,40.013,38.271,36.581,34.934,33.325,31.813,30.425,29.131,27.871,26.657,25.467,24.285,23.117,21.984,20.876,19.795,18.74,17.706,16.703,15.757,14.738,13.594,12.393,11.236,10.071,9.131,8.532,8.152,7.769,7.444,6.994,6.312,5.493,4.742,4.022,3.368,2.819,2.354,1.903,1.475,1.117,0.845,0.64,0.44,0.301,0.223,0.153,0.09,0.046,0.03,0.023,0.014,0.006,0.002,0.0
