Location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Libya,118.609,123.788,127.722,130.519,132.324,132.956,132.881,132.184,130.951,129.289,127.301,124.981,122.373,119.623,116.809,113.893,111.58,110.225,109.562,108.953,108.507,108.315,108.355,108.614,109.012,109.451,110.312,111.739,113.476,115.176,116.97,118.105,118.19,117.573,116.896,115.915,115.273,115.317,115.656,115.607,115.368,114.25,111.859,108.544,105.081,101.351,97.375,93.253,88.968,84.5,79.965,75.093,69.784,64.262,58.841,53.445,48.637,44.724,41.483,38.323,35.295,32.717,30.668,29.001,27.522,26.303,24.908,23.112,21.113,19.293,17.525,16.102,15.188,14.604,14.02,13.518,12.848,11.858,10.675,9.585,8.54,7.531,6.587,5.703,4.844,4.013,3.281,2.673,2.17,1.656,1.254,1.001,0.751,0.498,0.32,0.241,0.19,0.131,0.067,0.029,0.03
Lithuania,24.248,27.926,30.477,32.037,32.508,32.071,31.217,30.056,28.702,27.125,25.301,24.031,23.701,24.01,24.295,24.718,25.124,25.377,25.613,25.974,26.283,27.274,29.278,31.867,34.302,36.76,38.52,39.159,38.999,38.901,38.832,38.213,36.892,35.162,33.445,31.625,30.431,30.257,30.795,31.246,31.653,32.479,33.838,35.493,37.238,39.284,40.41,40.04,38.796,37.649,36.136,35.994,38.096,41.488,44.506,47.69,49.207,48.047,45.169,42.471,39.487,37.209,36.295,36.184,35.793,35.492,34.438,32.154,29.172,26.377,23.427,21.58,21.498,22.512,23.339,24.292,24.6,23.768,22.2,20.795,19.371,18.028,16.902,15.899,14.807,13.694,12.49,11.148,9.733,8.258,7.065,6.082,4.885,3.474,2.472,2.035,1.648,1.173,0.609,0.372,0.438
Low-income countries,24282.795,23763.309,23258.808,22767.672,22332.414,21865.044,21404.789,20950.062,20499.259,20053.485,19613.847,19165.248,18700.705,18226.715,17756.017,17285.135,16821.816,16370.891,15927.862,15484.86,15045.181,14598.902,14140.813,13676.799,13219.546,12768.465,12321.891,11880.909,11447.509,11020.562,10597.807,10199.137,9833.547,9491.61,9157.684,8838.231,8510.703,8163.386,7808.716,7468.129,7134.039,6832.037,6575.986,6352.062,6132.341,5922.089,5711.654,5493.29,5271.726,5060.646,4858.825,4655.945,4448.713,4241.409,4039.045,3837.584,3655.734,3502.36,3367.313,3234.118,3109.114,2968.166,2798.569,2613.013,2435.315,2258.836,2101.471,1973.935,1866.483,1758.846,1655.275,1549.65,1436.944,1320.792,1210.73,1105.91,1001.217,895.426,790.825,690.873,594.787,507.527,431.855,365.812,304.149,247.38,198.28,157.534,123.937,91.805,68.248,53.465,39.368,25.633,16.172,12.154,9.534,6.646,3.463,1.546,1.88
Lower-middle-income countries,62679.81,62292.013,61943.83,61628.157,61321.669,61086.602,60852.367,60612.582,60360.898,60101.827,59839.89,59514.317,59097.0,58614.206,58122.241,57612.176,57090.581,56567.146,56038.626,55490.203,54922.619,54359.326,53809.803,53264.628,52702.519,52124.922,51536.177,50935.415,50319.303,49675.467,48994.446,48312.383,47642.144,46958.556,46245.779,45533.556,44659.055,43548.156,42287.185,41032.627,39748.402,38555.237,37527.565,36609.119,35669.022,34733.222,33804.866,32872.364,31943.12,31028.425,30116.739,29241.754,28418.348,27623.716,26823.594,26028.904,25183.869,24258.524,23278.515,22299.075,21308.755,20318.482,19339.114,18362.845,17386.131,16427.828,15414.089,14313.704,13172.67,12062.794,10963.236,9976.197,9157.775,8461.573,7780.502,7130.474,6522.499,5949.519,5408.613,4908.754,4453.941,3991.7,3498.586,2998.309,2535.475,2098.161,1718.517,1416.052,1173.602,933.243,741.265,610.262,474.489,333.524,233.492,184.466,149.137,110.427,68.319,41.901,83.875
Luxembourg,6.534,6.607,6.642,6.643,6.662,6.582,6.5,6.419,6.346,6.278,6.213,6.197,6.253,6.361,6.477,6.607,6.76,6.934,7.126,7.328,7.539,7.754,7.97,8.185,8.397,8.606,8.801,8.975,9.128,9.27,9.394,9.502,9.592,9.66,9.72,9.782,9.773,9.664,9.496,9.331,9.148,9.048,9.084,9.206,9.304,9.391,9.48,9.561,9.628,9.686,9.74,9.711,9.567,9.338,9.1,8.842,8.564,8.274,7.973,7.658,7.333,7.009,6.698,6.396,6.092,5.781,5.508,5.29,5.108,4.929,4.765,4.564,4.299,3.998,3.711,3.425,3.187,3.025,2.911,2.791,2.676,2.557,2.427,2.29,2.159,2.038,1.886,1.683,1.451,1.204,1.003,0.858,0.684,0.481,0.337,0.276,0.225,0.163,0.09,0.048,0.063
Madagascar,850.073,825.215,802.609,782.047,762.698,746.547,731.518,717.435,704.123,691.541,679.649,667.587,654.9,641.825,628.888,615.789,602.962,590.615,578.34,565.81,553.43,538.937,521.277,501.627,482.282,462.872,444.288,427.236,411.367,395.558,379.949,365.535,352.676,341.016,329.723,318.819,308.628,299.179,290.252,281.66,273.512,264.835,255.148,244.872,234.934,225.176,215.675,206.573,197.812,189.171,180.673,172.585,165.014,157.854,150.872,144.083,137.538,131.229,125.118,119.128,113.219,107.47,101.897,96.412,91.06,86.009,80.267,73.399,65.939,58.783,51.663,45.627,41.257,38.045,34.882,31.968,29.179,26.335,23.526,21.032,18.807,16.651,14.499,12.407,10.496,8.732,7.168,5.84,4.712,3.596,2.723,2.169,1.635,1.107,0.746,0.585,0.463,0.328,0.179,0.088,0.122
Malawi,591.935,583.264,575.514,568.47,557.93,554.065,549.755,544.8,539.002,532.77,526.513,516.995,502.805,485.565,468.289,450.348,433.7,419.615,407.21,394.348,381.483,368.806,356.207,343.794,331.621,319.478,308.277,298.415,289.351,280.417,272.067,262.162,249.674,235.732,222.328,208.866,197.341,188.884,182.462,175.948,169.802,163.31,155.917,148.043,140.674,133.62,126.835,120.395,114.259,108.305,102.552,97.081,91.923,87.049,82.38,77.902,73.733,69.915,66.375,63.02,59.894,56.751,53.466,50.158,47.007,43.903,41.232,39.181,37.524,35.884,34.384,32.545,30.105,27.301,24.647,22.051,19.592,17.368,15.331,13.34,11.422,9.67,8.114,6.733,5.462,4.3,3.32,2.544,1.938,1.359,0.953,0.718,0.504,0.305,0.163,0.109,0.083,0.056,0.025,0.006,0.005
Malaysia,534.886,529.18,523.145,516.995,516.075,507.607,500.261,494.226,489.689,486.152,483.115,484.206,490.988,501.587,512.381,523.876,534.684,543.676,551.3,559.33,567.652,573.844,576.952,577.946,578.413,577.632,578.109,581.119,585.25,587.51,588.135,587.152,584.158,578.917,572.954,567.587,554.205,529.191,497.211,465.827,432.673,407.77,396.601,394.323,390.671,387.767,383.111,374.446,363.373,353.646,344.394,335.7,327.944,320.705,313.18,305.525,297.314,288.251,278.527,268.749,258.942,248.371,236.777,224.537,212.199,199.547,187.631,176.996,167.131,157.275,147.925,137.32,124.617,110.86,97.699,84.521,73.864,67.069,62.847,58.646,55.062,50.848,45.154,38.666,32.916,27.595,22.839,18.87,15.535,12.099,9.296,7.529,5.799,4.067,2.912,2.369,1.908,1.401,0.849,0.541,0.967
Maldives,6.75,7.141,7.42,7.598,7.533,7.611,7.609,7.535,7.4,7.255,7.148,6.888,6.403,5.824,5.329,4.852,4.781,5.319,6.288,7.23,8.142,9.342,10.914,12.669,14.363,16.072,17.254,17.624,17.411,17.179,16.871,16.295,15.435,14.378,13.239,11.999,10.892,10.048,9.388,8.688,7.979,7.387,6.95,6.622,6.325,6.075,5.804,5.47,5.103,4.777,4.472,4.201,3.981,3.795,3.613,3.438,3.274,3.119,2.966,2.824,2.698,2.533,2.306,2.044,1.798,1.555,1.353,1.216,1.126,1.036,0.951,0.896,0.877,0.881,0.891,0.911,0.909,0.868,0.8,0.738,0.679,0.615,0.547,0.476,0.405,0.333,0.27,0.22,0.18,0.138,0.102,0.082,0.062,0.044,0.033,0.028,0.022,0.016,0.01,0.006,0.01
Mali,747.907,725.886,705.31,685.978,667.029,650.865,635.008,619.275,603.483,587.852,572.602,555.537,535.667,514.02,492.744,471.57,450.744,430.656,411.27,392.098,373.162,355.667,340.143,326.132,312.653,299.903,287.702,275.86,264.506,253.835,243.661,234.539,226.718,219.829,213.236,207.046,200.738,193.982,186.968,180.22,173.634,166.992,160.236,153.406,146.67,140.071,133.268,126.132,118.858,111.791,104.877,98.381,92.473,87.063,81.847,76.831,72.384,68.64,65.436,62.399,59.516,56.928,54.635,52.52,50.543,48.81,46.514,43.284,39.504,35.879,32.203,29.091,26.898,25.298,23.652,22.148,20.343,17.974,15.299,12.828,10.443,8.408,6.902,5.781,4.713,3.748,2.932,2.249,1.687,1.198,0.865,0.648,0.456,0.283,0.16,0.11,0.085,0.057,0.027,0.007,0.007
Malta,4.245,4.319,4.363,4.38,4.349,4.329,4.296,4.254,4.206,4.157,4.112,4.07,4.031,4.003,3.985,3.972,4.021,4.158,4.355,4.555,4.764,4.98,5.198,5.415,5.632,5.848,6.041,6.197,6.324,6.442,6.551,6.619,6.634,6.609,6.573,6.517,6.466,6.435,6.413,6.374,6.326,6.257,6.16,6.042,5.93,5.833,5.704,5.526,5.329,5.146,4.954,4.873,4.959,5.153,5.335,5.523,5.693,5.82,5.911,6.013,6.131,6.167,6.078,5.912,5.734,5.504,5.392,5.48,5.678,5.832,6.005,5.963,5.582,4.989,4.424,3.827,3.352,3.089,2.966,2.808,2.653,2.482,2.27,2.034,1.822,1.626,1.434,1.247,1.067,0.881,0.727,0.619,0.499,0.368,0.278,0.236,0.194,0.144,0.083,0.049,0.072
Martinique,4.177,3.778,3.512,3.36,3.18,3.314,3.489,3.696,3.921,4.167,4.438,4.648,4.753,4.787,4.816,4.815,4.84,4.919,5.016,5.089,5.176,5.11,4.815,4.382,3.969,3.53,3.232,3.166,3.255,3.322,3.404,3.461,3.456,3.417,3.413,3.439,3.46,3.471,3.483,3.512,3.539,3.653,3.892,4.213,4.527,4.85,5.145,5.384,5.582,5.777,5.956,6.119,6.267,6.393,6.493,6.581,6.585,6.474,6.283,6.081,5.854,5.646,5.487,5.355,5.202,5.036,4.868,4.698,4.526,4.354,4.19,3.999,3.769,3.518,3.275,3.024,2.823,2.699,2.626,2.545,2.469,2.377,2.25,2.102,1.962,1.829,1.677,1.493,1.293,1.081,0.892,0.767,0.636,0.496,0.4,0.35,0.296,0.231,0.155,0.107,0.218
Mauritania,140.766,138.45,135.893,133.129,130.772,127.422,124.034,120.636,117.254,113.884,110.525,107.342,104.419,101.697,99.028,96.437,93.961,91.605,89.358,87.201,85.132,83.145,81.231,79.387,77.59,75.811,74.168,72.707,71.35,69.984,68.651,67.125,65.289,63.244,61.223,59.191,57.141,55.099,53.063,51.019,48.977,46.968,45.013,43.11,41.236,39.393,37.639,36.0,34.453,32.944,31.482,30.074,28.72,27.412,26.144,24.913,23.717,22.55,21.409,20.303,19.241,18.155,17.019,15.865,14.752,13.661,12.653,11.763,10.96,10.18,9.432,8.713,8.013,7.335,6.696,6.094,5.509,4.932,4.373,3.847,3.353,2.894,2.476,2.096,1.745,1.422,1.142,0.91,0.72,0.537,0.399,0.312,0.23,0.151,0.096,0.071,0.056,0.038,0.02,0.008,0.009
Mauritius,13.055,12.865,12.808,12.872,13.184,13.397,13.697,14.073,14.513,14.989,15.476,16.038,16.697,17.393,18.088,18.835,19.298,19.324,19.078,18.832,18.469,18.408,18.864,19.608,20.252,20.942,21.176,20.689,19.752,18.908,18.052,17.398,17.113,17.091,16.995,16.81,16.957,17.588,18.484,19.356,20.358,20.75,20.17,18.989,17.92,16.79,16.045,15.973,16.339,16.586,16.784,17.062,17.416,17.786,18.157,18.578,18.652,18.196,17.393,16.599,15.724,14.99,14.535,14.244,13.865,13.456,12.95,12.288,11.52,10.773,10.046,9.254,8.377,7.464,6.568,5.661,4.928,4.461,4.173,3.887,3.641,3.373,3.037,2.666,2.342,2.049,1.773,1.517,1.282,1.044,0.847,0.712,0.571,0.424,0.323,0.273,0.226,0.168,0.102,0.063,0.106
Mayotte,7.284,7.202,7.148,7.117,6.985,7.046,7.096,7.13,7.146,7.15,7.152,7.08,6.902,6.654,6.4,6.123,5.878,5.694,5.548,5.389,5.237,5.04,4.77,4.459,4.167,3.871,3.65,3.548,3.523,3.495,3.482,3.457,3.398,3.323,3.259,3.199,3.153,3.13,3.118,3.101,3.084,3.039,2.953,2.839,2.724,2.609,2.485,2.355,2.223,2.088,1.951,1.828,1.727,1.642,1.557,1.477,1.4,1.324,1.251,1.182,1.116,1.056,1.006,0.961,0.918,0.878,0.836,0.787,0.734,0.684,0.635,0.591,0.555,0.523,0.491,0.463,0.431,0.396,0.36,0.325,0.29,0.26,0.233,0.209,0.186,0.165,0.144,0.125,0.106,0.088,0.074,0.063,0.051,0.039,0.031,0.026,0.023,0.018,0.011,0.007,0.016
Melanesia,277.008,273.216,269.684,266.37,262.755,260.152,257.564,254.953,252.288,249.595,246.907,243.86,240.285,236.349,232.331,228.119,224.07,220.367,216.811,213.131,209.527,205.189,199.733,193.614,187.668,181.716,176.362,171.993,168.334,164.629,160.905,157.75,155.344,153.397,151.469,149.69,147.366,144.119,140.255,136.486,132.689,128.819,124.931,121.026,117.063,113.066,109.108,105.22,101.404,97.6,93.786,90.194,86.936,83.89,80.85,77.868,74.781,71.479,68.055,64.682,61.329,58.007,54.734,51.493,48.285,45.148,41.946,38.625,35.276,32.027,28.853,25.915,23.308,20.966,18.716,16.589,14.629,12.839,11.206,9.711,8.35,7.111,5.983,4.964,4.057,3.253,2.57,2.024,1.586,1.192,0.917,0.722,0.527,0.332,0.186,0.122,0.096,0.066,0.034,0.015,0.017
Mexico,2166.674,2191.242,2210.493,2224.978,2247.569,2246.789,2244.669,2241.627,2238.083,2233.259,2226.375,2223.847,2228.494,2237.138,2244.521,2252.582,2254.149,2245.405,2230.126,2214.321,2194.888,2182.661,2183.025,2189.751,2193.104,2197.286,2185.721,2149.901,2098.629,2048.962,1997.176,1952.38,1920.729,1897.687,1872.404,1846.861,1822.433,1798.659,1775.582,1752.714,1728.965,1708.239,1692.044,1677.725,1662.034,1646.727,1622.086,1583.298,1535.106,1486.95,1436.804,1388.86,1346.112,1306.369,1264.707,1222.419,1178.552,1132.24,1084.492,1036.938,988.963,942.949,900.152,859.333,818.707,779.492,737.161,689.557,639.312,590.706,542.284,499.886,466.663,439.679,413.07,388.279,362.4,333.487,303.207,275.007,247.99,223.627,202.93,184.936,167.721,151.725,136.078,120.17,104.486,89.147,76.972,66.823,55.103,41.831,32.481,27.884,23.261,17.687,11.161,7.028,12.633
Micronesia,10.915,10.802,10.728,10.686,10.521,10.618,10.705,10.78,10.837,10.892,10.956,10.926,10.756,10.5,10.245,9.958,9.77,9.76,9.849,9.908,9.974,9.949,9.776,9.505,9.248,8.978,8.731,8.538,8.372,8.193,8.019,7.813,7.558,7.279,7.013,6.753,6.535,6.376,6.263,6.155,6.056,5.989,5.958,5.955,5.955,5.962,5.975,5.99,6.005,6.016,6.019,5.994,5.925,5.825,5.715,5.597,5.445,5.256,5.038,4.81,4.569,4.341,4.145,3.962,3.773,3.578,3.375,3.159,2.93,2.709,2.496,2.27,2.02,1.761,1.513,1.263,1.068,0.953,0.89,0.828,0.78,0.724,0.649,0.557,0.482,0.414,0.354,0.295,0.241,0.187,0.141,0.115,0.088,0.062,0.047,0.038,0.028,0.021,0.013,0.007,0.012
Micronesia (Fed. States of),2.512,2.465,2.428,2.4,2.366,2.362,2.361,2.363,2.366,2.372,2.382,2.382,2.369,2.346,2.325,2.3,2.289,2.304,2.331,2.353,2.371,2.375,2.359,2.325,2.29,2.256,2.196,2.102,1.985,1.869,1.748,1.645,1.573,1.524,1.471,1.42,1.375,1.334,1.295,1.261,1.232,1.205,1.18,1.155,1.134,1.114,1.097,1.083,1.071,1.058,1.047,1.034,1.019,1.004,0.986,0.968,0.947,0.926,0.903,0.878,0.852,0.818,0.776,0.727,0.679,0.628,0.576,0.52,0.461,0.404,0.347,0.295,0.25,0.21,0.173,0.137,0.11,0.092,0.083,0.075,0.07,0.065,0.057,0.046,0.038,0.031,0.026,0.021,0.016,0.011,0.007,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.0,0.0,0.0
Middle Africa,6342.923,6190.104,6036.372,5881.851,5739.036,5581.182,5423.461,5265.871,5108.406,4951.948,4797.376,4640.263,4478.837,4315.743,4155.863,3998.759,3846.567,3701.02,3561.717,3425.767,3292.837,3169.853,3059.681,2959.148,2861.871,2768.709,2678.066,2588.362,2500.078,2415.333,2333.802,2252.616,2170.593,2088.649,2009.102,1931.741,1855.536,1780.292,1706.494,1634.523,1563.939,1497.395,1436.13,1378.817,1323.164,1269.975,1216.506,1161.267,1105.731,1052.403,1000.235,952.658,911.442,874.644,838.661,804.363,769.145,731.393,692.387,655.089,618.984,583.903,550.073,517.454,485.579,454.326,425.062,398.357,373.526,349.437,326.457,303.155,278.739,253.935,230.293,207.554,185.887,165.541,146.426,128.224,111.021,95.087,80.532,67.317,55.172,44.02,34.554,27.036,21.108,15.488,11.409,8.831,6.414,4.1,2.499,1.846,1.434,0.993,0.508,0.212,0.238
Middle-income countries,98374.584,98555.612,98602.019,98525.479,98354.118,98065.23,97691.411,97243.139,96730.873,96172.189,95584.62,94943.232,94244.375,93519.732,92805.968,92097.357,91485.601,91020.732,90671.562,90370.704,90148.276,89959.012,89779.037,89647.356,89484.363,89135.008,89382.282,90552.778,92191.308,93647.73,95209.95,95521.643,93892.27,91001.442,88254.928,85414.229,82816.954,80786.72,79167.035,77397.041,75491.987,74164.993,73684.196,73736.247,73727.909,73763.78,73534.101,72819.98,71747.835,70697.28,69633.472,68245.9,66430.956,64314.791,62157.809,59944.659,57681.896,55411.094,53155.562,50823.111,48343.469,46273.532,44852.966,43798.783,42673.344,41666.168,40013.358,37323.19,33998.46,30826.026,27639.373,24827.602,22660.867,20946.375,19193.352,17466.637,15951.918,14681.854,13588.39,12587.871,11717.393,10745.569,9555.086,8252.485,7057.93,5923.007,4923.244,4116.89,3459.037,2789.437,2245.402,1865.038,1456.647,1018.892,709.054,563.833,455.486,335.173,202.885,122.288,223.546
Mongolia,72.173,75.16,76.831,77.329,77.136,75.371,72.992,70.127,66.898,63.397,59.714,56.148,52.896,49.975,47.149,44.384,42.579,42.13,42.664,43.351,44.283,45.536,47.039,48.737,50.504,52.199,54.15,56.455,58.813,61.018,63.333,64.073,62.454,59.307,56.231,52.881,50.143,48.61,47.852,46.813,45.67,44.652,43.756,42.936,42.173,41.506,40.618,39.361,37.882,36.423,34.866,33.609,32.853,32.368,31.791,31.263,30.237,28.426,26.12,23.899,21.646,19.598,17.931,16.529,15.104,13.719,12.419,11.201,10.074,9.026,8.034,7.232,6.675,6.289,5.945,5.674,5.342,4.868,4.313,3.819,3.356,2.932,2.561,2.233,1.92,1.628,1.359,1.114,0.893,0.673,0.497,0.393,0.294,0.196,0.13,0.102,0.08,0.057,0.031,0.015,0.02
Montenegro,7.572,7.437,7.353,7.313,7.199,7.301,7.41,7.523,7.632,7.747,7.876,7.951,7.944,7.887,7.837,7.778,7.768,7.84,7.964,8.074,8.181,8.284,8.371,8.446,8.528,8.624,8.67,8.644,8.574,8.505,8.408,8.405,8.554,8.79,9.002,9.225,9.333,9.257,9.062,8.88,8.68,8.524,8.451,8.428,8.395,8.377,8.305,8.143,7.936,7.745,7.532,7.466,7.628,7.929,8.205,8.502,8.674,8.635,8.459,8.29,8.078,7.935,7.924,7.977,7.982,7.991,7.814,7.36,6.728,6.118,5.496,4.941,4.516,4.186,3.835,3.466,3.206,3.101,3.091,3.084,3.108,3.03,2.778,2.418,2.088,1.763,1.465,1.22,1.014,0.777,0.579,0.463,0.346,0.225,0.14,0.104,0.081,0.056,0.027,0.011,0.013
More developed regions,13240.192,13445.771,13621.991,13770.238,13766.779,13919.578,14038.028,14123.809,14178.596,14215.335,14246.978,14218.897,14110.286,13956.583,13814.958,13675.051,13598.859,13623.422,13725.522,13834.114,13950.52,14145.751,14443.875,14810.97,15179.28,15550.728,15921.04,16277.458,16612.316,16939.672,17267.416,17491.75,17565.747,17535.542,17500.977,17450.219,17384.295,17316.412,17249.053,17163.419,17053.614,17002.657,17046.944,17148.788,17243.03,17353.387,17401.766,17346.165,17229.456,17119.941,16984.066,16941.271,17051.476,17247.111,17407.279,17564.081,17610.569,17483.828,17236.799,16985.833,16708.26,16418.015,16133.907,15844.209,15512.588,15139.307,14762.579,14395.581,14019.815,13626.973,13246.75,12733.743,12023.771,11198.521,10383.098,9527.521,8846.648,8452.075,8234.747,7986.707,7764.818,7424.855,6879.019,6207.049,5576.083,4952.223,4380.255,3899.12,3482.188,3044.091,2693.85,2366.777,1942.524,1427.548,1058.049,895.462,742.577,551.327,321.718,192.676,293.808
More developed: Asia,895.315,946.211,988.415,1022.762,1052.827,1070.565,1084.224,1094.444,1101.865,1106.798,1109.556,1112.407,1116.638,1121.911,1126.109,1129.064,1135.442,1147.167,1162.135,1177.318,1194.516,1206.597,1210.089,1208.97,1210.293,1212.182,1221.079,1240.756,1268.048,1295.552,1324.19,1355.34,1388.763,1423.842,1461.444,1502.895,1539.226,1566.534,1589.505,1610.939,1623.343,1661.391,1740.389,1840.502,1932.127,2027.825,2072.274,2037.067,1950.368,1868.461,1779.739,1707.557,1669.108,1652.445,1629.86,1608.609,1585.636,1557.215,1528.209,1504.962,1483.504,1481.924,1508.996,1555.123,1597.593,1635.742,1681.449,1736.646,1792.813,1844.634,1899.331,1907.307,1845.284,1737.334,1630.24,1513.965,1412.662,1342.861,1292.599,1233.036,1169.52,1106.093,1041.755,976.591,912.763,851.121,784.008,708.238,627.716,543.576,476.603,419.199,346.582,259.141,197.143,168.584,140.727,106.675,66.428,42.581,73.192
More developed: Europe,7621.116,7788.233,7922.699,8026.704,8033.912,8111.417,8160.358,8182.941,8181.374,8164.231,8140.073,8079.365,7971.659,7838.19,7713.121,7592.567,7509.356,7484.277,7507.545,7542.76,7590.271,7699.711,7889.914,8138.712,8392.084,8645.301,8936.691,9274.858,9632.476,9982.424,10340.656,10592.779,10682.397,10661.717,10642.042,10604.322,10566.127,10548.447,10541.742,10514.494,10471.844,10440.786,10431.265,10435.021,10436.956,10443.8,10437.827,10409.894,10371.271,10331.526,10275.736,10272.65,10353.263,10478.851,10584.431,10688.701,10716.818,10626.764,10454.463,10277.767,10081.006,9877.535,9681.79,9483.984,9260.208,9015.578,8752.968,8471.563,8172.383,7870.294,7577.966,7231.582,6805.944,6339.55,5877.083,5386.748,5029.161,4881.467,4860.493,4819.273,4803.248,4663.403,4315.891,3838.89,3393.419,2946.103,2549.633,2246.063,2005.711,1747.494,1532.596,1337.795,1086.327,782.476,564.501,471.61,388.029,282.658,155.499,88.409,117.787
More developed: Northern America,4329.447,4318.18,4318.756,4329.577,4294.524,4350.259,4404.945,4457.425,4506.537,4555.871,4609.027,4641.077,4641.357,4622.963,4608.744,4593.023,4597.217,4633.943,4693.256,4747.031,4794.225,4861.597,4957.488,5067.08,5170.853,5277.079,5338.876,5332.314,5279.409,5226.783,5165.908,5106.115,5056.998,5013.269,4962.111,4908.594,4849.256,4781.922,4711.512,4644.653,4579.459,4529.327,4501.426,4490.2,4482.691,4481.208,4486.657,4498.104,4515.789,4535.885,4553.153,4590.99,4658.708,4741.759,4816.547,4888.102,4929.881,4926.361,4888.329,4844.739,4792.984,4716.103,4609.578,4480.84,4340.493,4184.789,4034.001,3898.789,3769.791,3631.69,3493.188,3326.696,3118.768,2886.195,2658.092,2427.295,2221.523,2057.089,1921.255,1784.703,1652.991,1526.482,1402.332,1282.016,1169.352,1062.954,963.02,869.821,782.315,695.251,633.433,564.685,472.443,358.393,275.675,237.482,199.051,151.077,93.562,58.142,98.089
